inv_serial_nbr_key,inv_alt_id,inv_location_rec_1,inv_status,inv_mk_model_nbr,inv_model_nbr_category,inv_desc
6H30GKDKPH,6H30GKDKPH,3,R,CTAPPIPAD2,C,COMPUTER TABLET
6H35D2DKPH,6H35D2DKPH,9003,O,CTAPPIPAD2,C,COMPUTER TABLET
DMPGLTNSD,DMPGLTNSD,9001,O,CTAPPIPAD2,C,COMPUTER TABLET
DMRGLKW2D,DMRGLKW2D,9001,O,CTAPPIPAD2,C,COMPUTER TABLET
DMTGL77VD,DMTGL77VD,9001,O,CTAPPIPAD2,C,COMPUTER TABLET
MPGTK38DFW,MPGTK38DFW,9001,O,CTAPPIPAD2,C,COMPUTER TABLET
PGLRMSDFHW,PGLRMSDFHW,9001,O,CTAPPIPAD2,C,COMPUTER TABLET
PH94ZBDFHW,PH94ZBDFHW,9001,O,CTAPPIPAD2,C,COMPUTER TABLET
PH98HHDFHW,PH98HHDFHW,9003,O,CTAPPIPAD2,C,COMPUTER TABLET
PH9EQPDFHW,PH9EQPDFHW,9001,O,CTAPPIPAD2,C,COMPUTER TABLET
PH9JD8DFHW,PH9JD8DFHW,9003,O,CTAPPIPAD2,C,COMPUTER TABLET
PH9L4CDFHW,PH9L4CDFHW,9001,O,CTAPPIPAD2,C,COMPUTER TABLET
QGLAYRDKPH,QGLAYRDKPH,9001,O,CTAPPIPAD2,C,COMPUTER TABLET
QHJ81ZDKPH,QHJ81ZDKPH,9001,O,CTAPPIPAD2,C,COMPUTER TABLET
32C4043XXR,32C4043XXR,9001,O,CTSAMGALAXYTAB2,C,COMPUTER TABLET
3CU1450B22,3CU1450B22,9003,O,CTSAMGTP5113T5,C,COMPUTER TABLET
3CU20813Y2,3CU20813Y2,1,N,CTSAMGTP5113T5,C,COMPUTER TABLET
460134100,460134100,9001,O,CTSTAVIEWSONIC,C,COMPUTER TABLET
460156630,460156630,9003,O,CTSTAVIEWSONIC,C,COMPUTER TABLET
460179190,460179190,9003,O,CTSTAVIEWSONIC,C,COMPUTER TABLET
460179590,460179590,9001,O,CTSTAVIEWSONIC,C,COMPUTER TABLET
510072030,111360,9003,O,CTSTAVIEWSONIC,C,COMPUTER TABLET
201-00520,201-00520,9003,O,DSASHD199,D,DINING ROOM 5PC SOLID SET
201-00522,201-00522,3,N,DSASHD199,D,DINING ROOM 5PC SOLID SET
108018,108018,1,R,DSASHD199-25/02,D,DINING ROOM 5PC SOLID SET
108850,108850,9001,O,DSASHD199-25/02,D,DINING ROOM 5PC SOLID SET
110447,110447,9001,O,DSASHD199-25/02,D,DINING ROOM 5PC SOLID SET
110448,110448,1,R,DSASHD199-25/02,D,DINING ROOM 5PC SOLID SET
201-00910,201-00910,1,N,DSASHD295-225,D,DINING ROOM 5PC SOLID SET
201-00911,201-00911,9003,O,DSASHD295-225,D,DINING ROOM 5PC SOLID SET
201-00855,201-00855,1,N,DSASHD316-223,D,DINING ROOM 5 PC SOLID SET
201-00856,201-00856,3,N,DSASHD316-223,D,DINING ROOM 5 PC SOLID SET
110572,110572,9001,O,DSCOA101011/12/15,D,DINING ROOM 7PC SOLID SET
110573,110573,9001,O,DSCOA120310/4077B,D,DINING ROOM 7PC SOLID SET
109672,109672,9001,O,DSHOMD602,D,DINING ROOM 7PC SOLID SET
301067,301067,9003,O,DSJB 08-BS254C,D,DINING ROOM 5PC SOLID SET
110033,110033,9003,O,DSJB 09-1003-20A,D,DINING ROOM 5PC GLASS SET
300894,300894,9003,O,DSMITASD241-223A,D,DINING ROOM 5PC GLASS SET
301075,301075,9003,O,DSMITJBD-08-FS353,D,DINING ROOM 5PC GLASS SET
111561,111561,9003,O,DSMITJBD-09-1095,D,DINING ROOM 5PC SOLID SET
101-00224,101-00224,9001,O,DSMITJBD-09-1123,D,DINING ROOM 5PC SOLID SET
101-00226,101-00226,9003,O,DSMITJBD-09-1123,D,DINING ROOM 5PC SOLID SET
201-00645,201-00645,9001,O,DSMITJBD-09-1123,D,DINING ROOM 5PC SOLID SET
110734,110734,9003,O,DSMITJBD-14-2004,D,DINING ROOM 7PC SOLID SET
110880,110880,9001,O,DSMITJBD-14-2005,D,DINING ROOM 7PC SOLID SET
110981,110981,1,R,DSMITJBD-15 BRC54,D,DINING ROOM 5PC SOLID SET
111303,111303,9001,O,DSMITJBD-15-RMC50,D,DINING ROOM 5PC SOLID SET
301196,301196,1,R,DSMITJBD15BRC545,D,DINING ROOM 5PC SOLID SET
301224,301224,9003,O,DSMITJBD15RMC500,D,DINING ROOM 5PC SOLID SET
111084,111084,9001,O,DSSILAB200PT/B/CC,D,DINING ROOM 5PC SOLID SET
111085,111085,9003,O,DSSILAB200PT/B/CC,D,DINING ROOM 5PC SOLID SET
110117,110117,9001,O,DSSILBR400TE/SE/B,D,DINING ROOM 7PC SOLID SET
111080,111080,9001,O,DSSILBR400TK/SK,D,DINING ROOM 7PC SOLID SET
111081,111081,1,R,DSSILBR400TK/SK,D,DINING ROOM 7PC SOLID SET
108777,108777,9001,O,DSSILBR600T/B/S,D,DINING ROOM 5PC GLASS SET
111082,111082,1,R,DSSILDM500PT/CC,D,DINING ROOM 7PC SOLID SET
111083,111083,3,R,DSSILDM500PT/CC,D,DINING ROOM 7PC SOLID SET
109662,109662,1,R,DSSILHD600PT/PB/C,D,DINING ROOM 5PC SOLID SET
201-00834,201-00834,3,N,DSSILMT5454PT/400C,D,DINING ROOM 9PC SOLID SET
201-00835,201-00835,9001,O,DSSILMT5454PT/400C,D,DINING ROOM 9PC SOLID SET
201-00836,201-00836,9003,O,DSSILMT5454PT/400C,D,DINING ROOM 9PC SOLID SET
111490,111490,9001,O,DSSILRS450T/B/S,D,DINING ROOM 5PC GLASS SET
111491,111491,9003,O,DSSILRS450T/B/S,D,DINING ROOM 5PC GLASS SET
111492,111492,1,N,DSSILRS450T/B/S,D,DINING ROOM 5PC GLASS SET
201-00838,201-00838,1,N,DSSILTA4545BS/RT,D,DINING ROOM 5PC SOLID SET
111061,111061,9003,O,DSSTD190.76/74,D,DINING ROOM 5PC SOLID SET
111062,111062,9001,O,DSSTD190.76/74,D,DINING ROOM 5PC SOLID SET
111095,111095,9003,O,DSWELF217-5,D,DINING ROOM 5PC SOLID SET
111096,111096,9001,O,DSWELF217-5,D,DINING ROOM 5PC SOLID SET
111097,111097,9001,O,DSWELF217-7,D,DINING ROOM 7PC SOLID SET
108455,108455,9001,O,DWSILHE400B/H,D,DINING ROOM CHINA
111493,111493,9001,O,DWSILRS450BR,D,DINING ROOM BAKER'S RACK
111494,111494,9003,O,DWSILRS450BR,D,DINING ROOM BAKER'S RACK
867513209,867513209,1,R,EGMIS360 W/KINECT,E,GAME
5202513435,5202513435,9003,O,EGMIS360 W/KINECT,E,GAME
7254313209,7254313209,3,N,EGMIS360 W/KINECT,E,GAME
7754610205,7754610205,9001,O,EGMIS360 W/KINECT,E,GAME
9024713005,9024713005,9001,O,EGMIS360 W/KINECT,E,GAME
9056213005,9056213005,9003,O,EGMIS360 W/KINECT,E,GAME
9109713305,9109713305,9003,O,EGMIS360 W/KINECT,E,GAME
LU75461072,LU75461072,9001,O,EGNINWII BUNDLE,E,GAME
G413640862,G413640862,1,R,EGSONPS3 BUNDLE.1,E,GAME
G662429775,G662429775,9003,O,EGSONPS3 BUNDLE.1,E,GAME
G829816820,111167,9001,O,EGSONPS3 BUNDLE.2,E,GAME
H158647478,H158647478,1,R,EGSONPS3 BUNDLE.2,E,GAME
H158860488,H158860488,9001,O,EGSONPS3 BUNDLE.2,E,GAME
F763094896,F763094896,9003,O,EGSONPS3160GB,E,GAME
F557873959,F557873959,1,N,EGSONPS3320GB,E,GAME
F557874000,F557874000,3,N,EGSONPS3320GB,E,GAME
F557874017,F557874017,1,N,EGSONPS3320GB,E,GAME
F558431967,F558431967,9003,O,EGSONPS3320GB,E,GAME
V104724758,110810,9001,O,EGSONPSP BUNDLE,E,GAME
C003259474,C003259474,1,R,EGSONPSVITA,E,GAME
C003259481,C003259481,9003,O,EGSONPSVITA,E,GAME
C003354704,C003354704,1,N,EGSONPSVITA,E,GAME
C003354711,C003354711,3,N,EGSONPSVITA,E,GAME
A01484143G,A01484143G,3,R,EOKINKINDLEFIRE,E,ELECTRONIC OTHER
A01484147J,A01484147J,3,N,EOKINKINDLEFIRE,E,ELECTRONIC OTHER
A01484148O,A01484148O,1,N,EOKINKINDLEFIRE,E,ELECTRONIC OTHER
A0148472,A0148472,1,N,EOKINKINDLEFIRE,E,ELECTRONIC OTHER
149600XU,149600XU,1,N,EOKINKINDLETOUCH,E,MISCELLANEOUS ELECTRONICS
14960194,14960194,1,N,EOKINKINDLETOUCH,E,ELECTRONIC OTHER
149605V5,149605V5,1,N,EOKINKINDLETOUCH,E,MISCELLANEOUS ELECTRONICS
2D6129025,2D6129025,9001,O,EOSTANUVI50LM,E,ELECTRONIC OTHER
108129,108129,3,R,FDBUSWC53918/19,F,MISCELLANEOUS FURNITURE DESK
108130,108130,9001,O,FDBUSWC53918/19,F,MISCELLANEOUS FURNITURE DESK
108427,108427,9001,O,FDLGRMPDM-100,F,MISCELLANEOUS FURNITURE DESK
108428,108428,9003,O,FDLGRMPDM-100,F,MISCELLANEOUS FURNITURE DESK
201-01157,201-01157,1,N,FFTWI23DE1447C233,F,FIREPLACE
201-01158,201-01158,1,N,FFTWI23DE1447C233,F,FIREPLACE
201-01154,201-01154,1,N,FFTWI23MM1824C244,F,FIREPLACE
201-01155,201-01155,1,N,FFTWI23MM1824C244,F,FIREPLACE
201-01150,201-01150,1,N,FFTWI28MM468W502,F,FIREPLACE
201-01151,201-01151,1,N,FFTWI28MM468W502,F,FIREPLACE
201-01152,201-01152,1,N,FFTWI28MM468W502,F,FIREPLACE
109609,109609,3,R,FOSTAAMHERST,F,MISCELLANEOUS FURNITURE OTHR
108612,108612,9003,O,FOSTADFP4730,F,MISCELLANEOUS FURNITURE OTHR
111335,111335,9003,O,FOTWI23DE1447-010,F,MISCELLANEOUS FURNITURE OTHR
111336,111336,1,R,FOTWI23DE1447-010,F,MISCELLANEOUS FURNITURE OTHR
111333,111333,9001,O,FOTWI23DE1447-C23,F,MISCELLANEOUS FURNITURE OTHR
111334,111334,3,N,FOTWI23DE1447-W50,F,MISCELLANEOUS FURNITURE OTHR
111337,111337,3,R,FOTWI26MM1206-W50,F,MISCELLANEOUS FURNITURE OTHR
110598,110598,1,R,FPFIN228752GC,F,MISCELLANEOUS FURNITURE PICT
110602,110602,1,N,FPFIN410913GC,F,MISCELLANEOUS FURNITURE PICT
110594,110594,3,N,FPFIN412439MB,F,MISCELLANEOUS FURNITURE PICT
110599,110599,1,N,FPFIN412793GC,F,MISCELLANEOUS FURNITURE PICT
110600,110600,1,N,FPFIN412919GC,F,MISCELLANEOUS FURNITURE PICT
110601,110601,1,N,FPFIN650468GC,F,MISCELLANEOUS FURNITURE PICT
201-00913,201-00913,3,N,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00914,201-00914,3,N,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00915,201-00915,3,N,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00916,201-00916,3,N,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00917,201-00917,3,N,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00918,201-00918,3,R,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00919,201-00919,3,N,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00920,201-00920,3,N,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00921,201-00921,3,N,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00922,201-00922,3,N,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00923,201-00923,1,N,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00924,201-00924,1,N,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00925,201-00925,1,N,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00926,201-00926,1,N,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00927,201-00927,1,N,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00928,201-00928,1,N,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00929,201-00929,1,N,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00930,201-00930,9001,O,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
201-00931,201-00931,1,N,FPGIDFRAMEDART,F,MISCELLANEOUS FURNITURE PICT
110360,110360,1,N,FPHAD11856,F,MISCELLANEOUS FURNITURE PICT
301097,301097,3,N,FPHAD72000.1,F,MISCELLANEOUS FURNITURE PICT
110358,110358,1,N,FPHAD74002,F,MISCELLANEOUS FURNITURE PICT
301096,301096,3,N,FPHAD75010,F,MISCELLANEOUS FURNITURE PICT
301095,301095,9003,O,FPHAD77000,F,MISCELLANEOUS FURNITURE PICT
110355,110355,1,N,FPHAD77001,F,MISCELLANEOUS FURNITURE PICT
301100,301100,3,N,FPHAD78003,F,MISCELLANEOUS FURNITURE PICT
301098,301098,3,N,FPHAD80011,F,MISCELLANEOUS FURNITURE PICT
110356,110356,1,N,FPHAD82002,F,MISCELLANEOUS FURNITURE PICT
110357,110357,1,R,FPHAD9090901,F,MISCELLANEOUS FURNITURE PICT
301099,301099,3,R,FPHAD94000,F,MISCELLANEOUS FURNITURE PICT
102450,102450,1,R,FPSHEB7319,F,MISCELLANEOUS FURNITURE PICT
300761,300761,1,R,FPSTA1005,F,MISCELLANEOUS FURNITURE PICT
300765,300765,9003,O,FPSTA1012,F,MISCELLANEOUS FURNITURE PICT
107160,107160,3,R,FPSTA1023,F,MISCELLANEOUS FURNITURE PICT
109108,109108,9001,O,FPSTA1083,F,MISCELLANEOUS FURNITURE PICT
111456,111456,9001,O,FRMITPANTHER,F,MISCELLANEOUS FURNITURE RUG
111327,111327,9001,O,FRMITTIGER,F,MISCELLANEOUS FURNITURE RUG
111459,111459,1,R,FRMITTRAD - BLACK,F,MISCELLANEOUS FURNITURE RUG
201-00806,201-00806,3,N,FRMITTRAD - BLACK,F,MISCELLANEOUS FURNITURE RUG
301230,301230,9003,O,FRMITTRAD-BERBER,F,MISCELLANEOUS FURNITURE RUG
111330,111330,9001,O,FRMITTRAD-BURGAND,F,MISCELLANEOUS FURNITURE RUG
201-00809,201-00809,1,N,FRMITTRAD-BURGAND,F,MISCELLANEOUS FURNITURE RUG
111328,111328,9001,O,FRMITZEBRA,F,MISCELLANEOUS FURNITURE RUG
111458,111458,9001,O,FRMITZEBRA,F,MISCELLANEOUS FURNITURE RUG
VS21572007,VS21572007,1,N,KAAMAA4TXNWFWW,K,REFRIGERATOR TOP MOUNT WHITE
VS21593131,VS21593131,1,N,KAAMAA4TXNWFWW,K,REFRIGERATOR TOP MOUNT WHITE
VS03889304,110684,1,R,KAAMAA8TXNGFXW0,K,REFRIGERATOR TOP MOUNT WHITE
VS12074846,111311,9001,O,KAWHIA8TXNGFXW,K,REFRIGERATOR TOP MOUNT WHITE
VS12074890,111310,9001,O,KAWHIA8TXNGFXW,K,REFRIGERATOR TOP MOUNT WHITE
VS12556379,111399,1,R,KAWHIA8TXNGFXW,K,REFRIGERATOR TOP MOUNT WHITE
VS21065555,VS21065555,3,R,KAWHIA8TXNGFXW,K,REFRIGERATOR TOP MOUNT WHITE
VS21199788,VS21199788,1,N,KAWHIA8TXNGFXW,K,REFRIGERATOR TOP MOUNT WHITE
VS12556357,111450,9001,O,KAWHIA8TXNGFXW-00,K,REFRIGERATOR TOP MOUNT WHITE
VS12556358,111451,9001,O,KAWHIA8TXNGFXW-00,K,REFRIGERATOR TOP MOUNT WHITE
VS01519239,110305,9001,O,KAWHIT4TXNWFWQ1,K,REFRIGERATOR TOP MOUNT WHITE
VS00613091,110072,3,R,KAWHIT8TXNGFWQ,K,REFRIGERATOR TOP MOUNT WHITE
VS00621790,110205,1,R,KAWHIT8TXNGFWQ,K,REFRIGERATOR TOP MOUNT WHITE
VS00621791,110204,9001,O,KAWHIT8TXNGFWQ,K,REFRIGERATOR TOP MOUNT WHITE
VS02532288,110556,9001,O,KAWHIT8TXNGFWQ01,K,REFRIGERATOR TOP MOUNT WHITE
VS02532303,110557,3,R,KAWHIT8TXNGFWQ01,K,REFRIGERATOR TOP MOUNT WHITE
VS02532315,110559,9003,O,KAWHIT8TXNGFWQ01,K,REFRIGERATOR TOP MOUNT WHITE
VSY2647584,300973,9003,O,KAWHITT14DKXSQ,K,REFRIGERATOR TOP MOUNT WHITE
VSW4271832,300867,9003,O,KAWHITT18TKXSQ,K,REFRIGERATOR TOP MOUNT WHITE
VS12559244,111449,9003,O,KAWHIW4TXNFWQ-01,K,REFRIGERATOR TOP MOUNT WHITE
VS12559246,111448,3,N,KAWHIW4TXNFWQ-01,K,REFRIGERATOR TOP MOUNT WHITE
VS12535314,111398,9001,O,KAWHIW4TXNWFQ,K,REFRIGERATOR TOP MOUNT WHITE
VS14132959,VS14132959,9001,O,KAWHIW4TXNWFQ,K,REFRIGERATOR TOP MOUNT WHITE
VS14132961,VS14132961,9001,O,KAWHIW4TXNWFQ,K,REFRIGERATOR TOP MOUNT WHITE
VS03648560,110683,9001,O,KAWHIW4TXNWFWQ1,K,REFRIGERATOR TOP MOUNT WHITE
VS20938985,VS20938985,9001,O,KAWHIW4TXNWFWQ1,K,REFRIGERATOR TOP MOUNT WHITE
VS11676420,VS11676420,3,N,KAWHIW8RXNGMWQ,K,REFRIGERATOR TOP MOUNT WHITE
VS11676423,VS11676423,9003,O,KAWHIW8RXNGMWQ,K,REFRIGERATOR TOP MOUNT WHITE
VS01962911,110560,9003,O,KAWHIW8TXGFWB00,K,REFRIGERATOR TOP MOUNT BLACK
VS04643014,110937,9001,O,KAWHIW8TXNGFWB,K,REFRIGERATOR TOP MOUNT BLACK
VS10488572,301191,3,N,KAWHIW8TXNGFWB,K,REFRIGERATOR TOP MOUNT BLACK
VS13194934,VS13194934,1,R,KAWHIW8TXNGFWB,K,REFRIGERATOR TOP MOUNT BLACK
VS21641310,VS21641310,1,N,KAWHIW8TXNGFWB,K,REFRIGERATOR TOP MOUNT BLACK
VS01145415,110225,9003,O,KAWHIW8TXNGFWB.1,K,REFRIGERATOR TOP MOUNT BLACK
VSO3342834,301145,9003,O,KAWHIW8TXNGFWQ,K,REFRIGERATOR TOP MOUNT WHITE
S04524604,110778,9001,O,KCAMAASD2522WRB,K,REFRIGERATOR SxS BLACK
HR14265162,HR14265162,9003,O,KCAMAASD2522WRD,K,REFRIGERATOR SxS SILVER
HR20708569,HR20708569,1,N,KCAMAASD2522WRD,K,REFRIGERATOR SxS SILVER
S00751186,301116,1,R,KCAMAASD2522WRD,K,REFRIGERATOR SxS SILVER
S03620618,110657,9003,O,KCAMAASD2522WRD,K,REFRIGERATOR SxS SILVER
HR11953907,HR11953907,1,N,KCAMAASD2522WRW,K,REFRIGERATOR SxS WHITE
4A81304133,108341,9003,O,KCFRIFRS3R3JB,K,REFRIGERATOR SxS BLACK
4A73811940,107108,1,R,KCFRIFRS3R4EB,K,REFRIGERATOR SxS BLACK
HR11942425,111400,9001,O,KCWHIASD2522WRB,K,REFRIGERATOR SxS BLACK
HR11953295,111313,1,N,KCWHIASD2522WRB,K,REFRIGERATOR SxS BLACK
HR12210957,111544,9001,O,KCWHIASD2522WRB,K,REFRIGERATOR SxS BLACK
S04221037,111452,1,R,KCWHIASD2522WRB,K,REFRIGERATOR SxS BLACK
HR11942708,111312,1,R,KCWHIASD2522WRW,K,REFRIGERATOR SxS WHITE
SS4661662,105272,1,R,KCWHIED2CHQXKQ,K,REFRIGERATOR SxS WHITE
HR03173598,110579,3,R,KCWHIED2KVEXVB01,K,REFRIGERATOR SxS BLACK
S02642266,301114,9003,O,KCWHIED5KVEXVB,K,REFRIGERATOR SxS BLACK
HR11427579,HR11427579,3,N,KCWHIED5KVEXVQ,K,REFRIGERATOR SxS WHITE
S02722950,301115,9003,O,KCWHIED5KVEXVQ,K,REFRIGERATOR SxS WHITE
SW0534655,108204,3,R,KCWHITS25AFXKQ,K,REFRIGERATOR SxS WHITE
SW0534661,108203,9001,O,KCWHITS25AFXKQ,K,REFRIGERATOR SxS WHITE
HR02651061,301140,3,R,KCWHITS25CGXTD,K,REFRIGERATOR SxS SILVER
HRU4692644,300869,1,R,KCWHITS25CGXTD,K,REFRIGERATOR SxS SILVER
HRW0449688,108240,9001,O,KCWHITS25CGXTD,K,REFRIGERATOR SxS SILVER
HRW0449690,108239,9001,O,KCWHITS25CGXTD,K,REFRIGERATOR SxS SILVER
HR03678455,111546,9003,O,KCWHIWSF26D4EXA,K,REFRIGERATOR SxS SILVER
HR03678501,HR03678501,9003,O,KCWHIWSF26D4EXA,K,REFRIGERATOR SxS SL
HR03815680,111545,9001,O,KCWHIWSF26D4EXA,K,REFRIGERATOR SxS SILVER
HR04238761,HR04238761,3,R,KCWHIWSF26D4EXA,K,REFRIGERATOR SxS SILVER
HR04366312,HR04366312,9003,O,KCWHIWSF26D4EXA,K,REFRIGERATOR SxS SILVER
HR04450442,111308,9001,O,KCWHIWSF26D4EXA,K,REFRIGERATOR SxS SILVER
HR0450434,111309,3,R,KCWHIWSF26D4EXA,K,REFRIGERATOR SxS SILVER
F14821720,F14821720,1,N,KDWHIDP1040XTXQ,K,DISHWASHER
FY3426599,109782,3,R,KDWHIDP840SWSX,K,DISHWASHER
FW1114321,107978,9003,O,KDWHIDP840SWSX.1,K,DISHWASHER
FW0713094,201190,3,R,KDWHIDR840SWSX,K,DISHWASHER
WB93960733,109734,9001,O,KFFRIFFC0522DW,K,FREEZER CHEST SMALL
WB02653084,110502,9003,O,KFFRIFFC0923DW,K,FREEZER CHEST LARGE
WB93942168,109736,5001,D,KFFRIFFC0923DW,K,FREEZER CHEST LARGE
RB00503659,110150,9001,O,KFFRIFFFC05M2KW,K,FREEZER CHEST SMALL
WB02654258,110555,9001,O,KFFRIFFU14M5HW,K,FREEZER UPRIGHT
3288F31106,111192,9001,O,KFKEN46-19502,K,FREEZER CHEST SMALL
RB20715630,RB20715630,1,N,KFKEN4618702,K,FREEZER CHEST
RB20715646,RB20715646,3,N,KFKEN4618702,K,FREEZER CHEST
RB20715648,RB20715648,1,N,KFKEN4618702,K,FREEZER CHEST
4108F42564,4108F42564,9001,O,KFKEN4619702,K,FREEZER CHEST SMALL
4108F42715,4108F42715,9003,O,KFKEN4619702,K,FREEZER CHEST SMALL
4108F42744,4108F42744,1,N,KFKEN4619702,K,FREEZER CHEST SMALL
4108F43031,4108F43031,1,N,KFKEN4619702,K,FREEZER CHEST SMALL
WB21247976,WB21247976,1,N,KFKEN4626432,K,FREEZER UPRIGHT
WB21248043,WB21248043,3,N,KFKEN4626432,K,FREEZER UPRIGHT
WB21248078,WB21248078,1,N,KFKEN4626432,K,FREEZER UPRIGHT
WB13530855,WB13530855,9001,O,KFKEN4628262,K,FREEZER UPRIGHT
WB13530878,WB13530878,3,R,KFKEN4628262,K,FREEZER UPRIGHT
K02496532,301113,9003,O,KRAMAABB1921WEW,K,REFRIGERATOR BOTTOM FREEZER
K03684018,110777,9001,O,KRAMAABB2221WEW-1,K,REFRIGERATOR BOTTOM FREEZER
K03551543,110717,3,R,KRAMAABB2221WEW1,K,REFRIGERATOR BOTTOM FREEZER
K00914730,110227,1,R,KRAMAAFF2534FEB,K,REFRIGERATOR BOTTOM FREEZER
K00914742,110226,9001,O,KRAMAAFF2534FEB,K,REFRIGERATOR BOTTOM FREEZER
R22638738,R22638738,1,N,KSAMAAER5523XAW,K,RANGE COIL BURNER WHITE
R04336846,110779,9003,O,KSAMAAER5830VAB-0,K,RANGE SMOOTH TOP BLACK
111225,111225,3,R,L5UNI1787,L,LIVING ROOM SOFA & LOVESEAT
R10841936,111575,9001,O,KSWHIAER5830VAB,K,RANGE SMOOTH TOP BLACK
R11543074,R11543074,1,N,KSWHIAER5830VAB,K,RANGE SMOOTH TOP BLACK
R11743585,111152,9001,O,KSWHIAER5830VAB,K,RANGE SMOOTH TOP BLACK
R20645896,R20645896,3,N,KSWHIAER5830VAB,K,RANGE SMOOTH TOP BLACK
R20845953,R20845953,9001,O,KSWHIAER5830VAB,K,RANGE SMOOTH TOP BLACK
R10533205,R10533205,9003,O,KSWHIAER5830VAW,K,RANGE SMOOTH TOP WHITE
R11634412,111151,9003,O,KSWHIAER5830VAW,K,RANGE SMOOTH TOP WHITE
R12135211,R12135211,3,N,KSWHIAER5830VAW,K,RANGE SMOOTH TOP WHITE
R12135213,R12135213,1,N,KSWHIAER5830VAW,K,RANGE SMOOTH TOP WHITE
R12235684,R12235684,3,R,KSWHIAER5830VAW,K,RANGE SMOOTH TOP WHITE
R21636662,R21636662,9003,O,KSWHIAER5830VAW,K,RANGE SMOOTH TOP WHITE
R21636674,R21636674,9001,O,KSWHIAER5830VAW,K,RANGE SMOOTH TOP WHITE
R04229141,110844,9001,O,KSWHIAER5830VAW-0,K,RANGE SMOOTH TOP WHITE
R04229175,110843,9001,O,KSWHIAER5830VAW-0,K,RANGE SMOOTH TOP WHITE
R11983418,111213,3,R,KSWHIRF263LXTQ,K,RANGE COIL BURNER WHITE
R12489144,111314,9003,O,KSWHIRF263LXTQ,K,RANGE COIL BURNER WHITE
R14436795,R14436795,9003,O,KSWHIRF263LXTQ,K,RANGE COIL BURNER WHITE
R10255457,110938,9001,O,KSWHIRF263LXTQ-3,K,RANGE COIL BURNER WHITE
R10459104,110991,9001,O,KSWHIRF263LXTQ-3,K,RANGE COIL BURNER WHITE
R00966427,110306,6003,R,KSWHIRF263LXTQ3,K,RANGE COIL BURNER WHITE
VEW1503852,300813,9001,O,KSWHISF114PXSQ,K,RANGE GAS WHITE
R02616754,301117,9003,O,KSWHITES355VB,K,RANGE SMOOTH TOP BLACK
01721059-0,110418,9001,O,KSWHITES355VQ,K,RANGE SMOOTH TOP WHITE
VE11402390,111214,9001,O,KSWHIWFG114SWB,K,RANGE GAS BLACK
VE13203150,VE13203150,3,N,KSWHIWFG114SWB,K,RANGE GAS BLACK
VE21005524,VE21005524,5001,D,KSWHIWFG114SWB,K,RANGE GAS BLACK
VE21504302,VE21504302,1,N,KSWHIWFG114SWB,K,RANGE GAS BLACK
VE04205709,110817,9001,O,KSWHIWFG114SWB-0,K,RANGE GAS BLACK
VE04601677,110939,3,R,KSWHIWFG114SWB-0,K,RANGE GAS BLACK
VE12503053,111454,9001,O,KSWHIWFG114SWB-0,K,RANGE GAS BLACK
VED4207433,110816,9003,O,KSWHIWFG114SWB.1,K,RANGE GAS WHITE
VE12803130,111465,9001,O,KSWHIWFG114SWQ,K,RANGE GAS WHITE
VE13404140,VE13404140,9003,O,KSWHIWFG114SWQ,K,RANGE GAS WHITE
VE13404145,VE13404145,9001,O,KSWHIWFG114SWQ,K,RANGE GAS WHITE
VE13404255,VE13404255,9003,O,KSWHIWFG114SWQ,K,RANGE GAS WHITE
VE20802391,VE20802391,3,N,KSWHIWFG114SWQ,K,RANGE GAS WHITE
VE20802441,VE20802441,1,N,KSWHIWFG114SWQ,K,RANGE GAS WHITE
VE12701297,111453,9001,O,KSWHIWFG231LVQ-0,K,RANGE GAS WHITE
VE01912082,110392,3,R,KSWHIWFG231LVS,K,RANGE GAS SILVER
VE01912086,110390,9001,O,KSWHIWFG231LVS,K,RANGE GAS SILVER
VE21402474,VE21402474,3,N,KSWHIWFG231LVS,K,RANGE GAS SILVER
VE21705761,VE21705761,1,N,KSWHIWFG231LVS,K,RANGE GAS SILVER
