"id","agreement_number","customer_id","created_at","updated_at","row_creator_id","agreement_type","ht_etl_schema"
"7902","105996","9616","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7903","105996","1687","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"N","public"
"7904","105998","9618","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7905","105998","1687","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7906","105999","1687","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7907","106000","9620","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7908","106002","9622","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7909","106003","9623","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7910","106004","9625","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7911","106006","9627","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7912","106006","1678","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7913","106008","3295","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7914","106009","3293","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7915","106009","9630","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7916","106012","9631","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7917","106012","2994","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"N","public"
"7918","106013","449","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7919","106014","2994","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7920","106015","876","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7921","106019","9637","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7922","106019","876","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7923","106020","3296","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7924","106022","3298","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7925","106022","9639","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7926","106024","16","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7927","106025","9641","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7928","106026","9642","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7929","106030","3300","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7930","106033","3301","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7931","106035","9651","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7932","106038","9654","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7933","106040","9656","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7934","106041","9657","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7935","106042","9658","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7936","106043","9659","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7937","106044","9660","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7938","106046","3304","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7939","106047","9663","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7940","106048","9664","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7941","106051","9667","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7942","106054","9670","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7943","106056","9672","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7944","106056","1274","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7945","106057","9673","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7946","106058","9674","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7947","106059","3308","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7948","106063","9678","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7949","106064","9679","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7950","106065","9680","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7951","106066","9681","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7952","106067","9682","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7953","106069","9684","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7954","106070","9685","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7955","106071","9686","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7956","106072","9687","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7957","106074","9689","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7958","106074","1689","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7959","106076","9691","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7960","106083","3319","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7961","106083","9698","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7962","106085","9700","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7963","106086","9701","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7964","106087","9702","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7965","106088","3320","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7966","106089","787","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7967","106090","3323","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7968","106093","9708","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7969","106093","2757","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7970","106094","3324","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7971","106096","3325","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7972","106098","9712","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7973","106101","9715","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7974","106102","2190","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7975","106103","3309","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7976","106105","9719","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7977","106106","9720","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7978","106106","2190","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7979","106107","9721","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7980","106109","9723","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7981","106110","9724","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7982","106111","9725","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7983","106112","3330","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7984","106114","9728","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7985","106115","9730","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7986","106117","9731","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7987","106118","9732","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7988","106119","9733","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7989","106119","2386","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"N","public"
"7990","106121","3334","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7991","106121","9735","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7992","106123","9737","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7993","106123","2386","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"7994","106124","9738","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7995","106125","9739","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7996","106127","9741","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7997","106128","9742","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7998","106129","9743","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"7999","106131","2260","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8000","106132","3336","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8001","106133","9747","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8002","106135","3338","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8003","106136","373","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8004","106139","2323","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8005","106141","3340","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8006","106143","9757","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8007","106144","9758","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8008","106147","9761","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8009","106150","2428","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8010","106152","9766","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8011","106153","9767","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8012","106154","9768","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8013","106155","9769","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8014","106157","3246","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8015","106159","3349","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"N","public"
"8016","106159","9772","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8017","106160","3349","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8018","106160","9773","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8019","106162","9775","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8020","106164","3352","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8021","106164","9777","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8022","106166","3354","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8023","106166","9779","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8024","106167","3353","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8025","106167","9780","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8026","106168","9782","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8027","106169","9781","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8028","106170","3343","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8029","106170","9783","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8030","106171","9784","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8031","106173","9786","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8032","106174","9787","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8033","106177","3358","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8034","106178","3359","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8035","106179","3345","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8036","106180","9793","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8037","106181","9794","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8038","106183","9796","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8039","106184","2295","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8040","106185","9798","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8041","106186","3361","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8042","106186","9799","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8043","106188","9802","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8044","106189","9801","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8045","106193","3354","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8046","106194","3128","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8047","106198","9811","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8048","106199","9812","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8049","106201","3365","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8050","106204","9817","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8051","106205","9818","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8052","106206","9819","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8053","106208","1929","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8054","106212","9825","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8055","106213","9826","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8056","106216","9829","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8057","106216","2728","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8058","106217","9830","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8059","106218","9834","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8060","106219","9831","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8061","106220","9833","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8062","106222","9835","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8063","106223","3372","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8064","106223","9836","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8065","106224","1198","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8066","106225","1386","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8067","106227","1971","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8068","106229","9841","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8069","106230","3362","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8070","106231","2088","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8071","106232","9844","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8072","106234","3375","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8073","106236","9846","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8074","106238","9848","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8075","106239","9849","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8076","106240","9850","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8077","106242","9852","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8078","106242","1874","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8079","106243","9853","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8080","106243","485","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8081","106244","9854","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8082","106247","3378","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8083","106249","9858","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8084","106251","9860","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8085","106251","3081","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8086","106252","3379","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8087","106253","9862","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8088","106254","9863","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8089","106255","9864","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8090","106256","9865","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8091","106258","3382","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8092","106260","9869","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8093","106261","9870","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8094","106262","9871","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8095","106262","2143","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8096","106263","9872","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8097","106264","9873","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8098","106267","3384","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8099","106272","9881","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8100","106273","1386","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8101","106274","9883","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8102","106275","9884","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8103","106278","3159","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8104","106279","9887","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8105","106281","9888","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8106","106284","9891","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8107","106285","9892","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8108","106287","3390","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8109","106287","9894","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8110","106288","9895","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8111","106288","1071","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8112","106290","9897","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8113","106292","2346","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8114","106295","9901","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8115","106295","1965","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8116","106299","9905","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8117","106304","9910","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8118","106305","9911","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8119","106307","3403","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8120","106307","9914","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8121","106309","9915","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8122","106310","9916","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8123","106312","9918","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8124","106313","9919","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8125","106314","1812","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8126","106315","3399","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8127","106315","9920","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8128","106316","3398","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8129","106317","3405","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8130","106318","9922","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8131","106318","1687","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8132","106320","3407","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8133","106320","9924","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8134","106321","9925","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8135","106323","3409","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8136","106326","3411","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8137","106326","9930","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8138","106327","9931","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8139","106328","9932","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8140","106329","908","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8141","106330","9934","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8142","106334","9938","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8143","106335","9939","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8144","106336","9941","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8145","106339","3413","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8146","106341","9943","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8147","106342","9944","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8148","106343","9945","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8149","106343","2143","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8150","106344","9946","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8151","106344","1352","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8152","106345","2566","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8153","106347","9948","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8154","106348","3417","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8155","106348","9949","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8156","106349","3408","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8157","106349","9950","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8158","106350","9951","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8159","106352","9953","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8160","106355","3420","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8161","106355","9956","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8162","106356","3421","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8163","106359","9959","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8164","106360","9960","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8165","106361","1901","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8166","106362","1901","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8167","106363","9963","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8168","106363","3216","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8169","106364","9964","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8170","106365","9965","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8171","106366","3425","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8172","106368","9967","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8173","106370","9969","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8174","106370","1941","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8175","106371","9970","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8176","106371","404","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8177","106372","9971","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8178","106373","9972","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8179","106374","9973","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8180","106376","9975","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8181","106377","9976","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8182","106378","9977","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8183","106379","9978","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"8184","106384","3429","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"8185","106387","9985","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
