"id","itemfile_nbr","manufacturer_id","row_creator_id","created_at","updated_at","itemfile_nbr_first_1","itemfile_nbr_first_2","itemfile_1prod_2manuf","itemfile_1prod_3manuf","itemfile_mfg_code","itemfile_nbr_2_and_3","itemfile_2prod_2manuf","itemfile_2prod_3manuf","itemfile_model_nbr_4_18","itemfile_mfg_model_nbr","itemfile_model_nbr_5_18","itemfile_model_nbr_6_18","itemfile_desc_1","itemfile_desc_1_and_2","itemfile_desc_2","itemfile_days_out_of_stock","itemfile_nbr_pieces","itemfile_reg_price","itemfile_sale_price","itemfile_spiff","itemfile_wholesale_tax_percent","itemfile_average_cost","itemfile_last_cost","itemfile_commission_code","itemfile_furn_style","itemfile_special_fee_item","itemfile_gl_main_acct_1","itemfile_gl_sub_acct_1","itemfile_gl_main_acct_2","itemfile_gl_sub_acct_2","itemfile_gl_main_acct_3","itemfile_gl_sub_acct_3","itemfile_gl_main_acct_4","itemfile_gl_sub_acct_4","itemfile_gl_main_acct_5","itemfile_gl_sub_acct_5","itemfile_gl_main_acct_6","itemfile_gl_sub_acct_6","itemfile_gl_main_acct_7","itemfile_gl_sub_acct_7","itemfile_use_store_as_pc_indr","itemfile_serialized_indr","itemfile_cost_method_indr","vendor_id","ht_etl_schema","itemfile_percent_of_price","itemfile_qty_on_hand","itemfile_sell_service_pol_indr","itemfile_taxable_indr","itemfile_movie_type_indr","itemfile_rtr_pricing_type","itemfile_rto_spiff","itemfile_rtr_monthly_price","itemfile_normal_terms_monthly","itemfile_monthly_rto_price","itemfile_normal_terms_weekly","itemfile_weekly_rto_price","itemfile_discontinued_indr","itemfile_first_received_date","itemfile_first_received_year","itemfile_first_received_month","itemfile_first_received_day","itemfile_furniture_indr","itemfile_qty_on_order","itemfile_date_due_in","itemfile_last_changed_date","itemfile_book_value_nbr_months","itemfile_inv_cube_size","itemfile_inv_unit_weight","itemfile_upc_code","itemfile_min_accept_price","itemfile_mgrs_override_price","itemfile_list_price","itemfile_no_discount_sale_item","itemfile_rate_code","itemfile_freight_override_amt","itemfile_glacct_rentinv_main","itemfile_glacct_rentinv_sub","itemfile_glacct_pfydepadj_main","itemfile_glacct_pfydepadj_sub","itemfile_glacct_accumdep_main","itemfile_glacct_accumdep_sub","itemfile_recv_inv_status"
"955","BGPOWBB1035","90",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GP","GPO","GPO","GP","PO","POW","OWBB1035","WBB1035","WBB1035","BB1035","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","778.990","0.000","0.00","0.00","194.590","194.590","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","18","1547.82","78","1559.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1978","0.00","1110","0","5010","0","1210","0","N"
"956","BGPRO52489023","91",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GP","GPR","GPR","GP","PR","PRO","RO52489023","O52489023","O52489023","52489023","BEDROOM FURNITURE","BEDROOM FURNITURE","","0","1","336.990","0.000","0.00","0.00","150.000","150.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","Y","1","246","public","0.00","1","","Y","","N","0.00","0.00","12","671.88","52","675.48","N",,"0","0","0","N","0","2019-08-06","2019-07-16","24","0","0","","219.99","209.99","0.00","","1252","0.00","1110","0","5010","0","1210","0","N"
"957","BGPRO61662","91",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GP","GPR","GPR","GP","PR","PRO","RO61662","O61662","O61662","61662","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1298.990","0.000","0.00","0.00","576.980","576.980","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","2591.76","104","2598.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","24104","0.00","1110","0","5010","0","1210","0","N"
"958","BGPROB100","91",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GP","GPR","GPR","GP","PR","PRO","ROB100","OB100","OB100","B100","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1090.990","0.000","0.00","0.00","465.000","465.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","2159.76","104","2182.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","20104","0.00","1110","0","5010","0","1210","0","N"
"959","BGPROB103QN5PC","91",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GP","GPR","GPR","GP","PR","PRO","ROB103QN5PC","OB103QN5PC","OB103QN5PC","B103QN5PC","BEDROOM FURNITURE","BEDROOM FURNITURE","","0","1","1135.990","0.000","0.00","0.00","493.350","493.350","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","246","public","0.00","1","","Y","","N","0.00","0.00","21","2267.79","91","2274.09","N",,"0","0","0","N","0","2018-10-15","2018-09-24","24","0","0","","699.99","649.99","0.00","","2491","0.00","1110","0","5010","0","1210","0","N"
"960","BGPROB622QN6PC","91",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GP","GPR","GPR","GP","PR","PRO","ROB622QN6PC","OB622QN6PC","OB622QN6PC","B622QN6PC","BEDROOM FURNITURE","BEDROOM FURNITURE","","0","1","1402.990","0.000","0.00","0.00","603.750","603.750","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","246","public","0.00","1","","Y","","N","0.00","0.00","24","2783.76","104","2806.96","N",,"0","0","0","N","0","2018-10-15","2018-09-24","24","0","0","","859.99","789.99","0.00","","26104","0.00","1110","0","5010","0","1210","0","N"
"961","BGPROB656QN6PC","91",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GP","GPR","GPR","GP","PR","PRO","ROB656QN6PC","OB656QN6PC","OB656QN6PC","B656QN6PC","BEDROOM FURNITURE","BEDROOM FURNITURE","","0","1","1662.990","0.000","0.00","0.00","725.000","725.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","246","public","0.00","1","","Y","","N","0.00","0.00","24","3311.76","104","3326.96","N",,"0","0","0","N","0","2018-10-15","2018-09-24","24","0","0","","1029.99","949.99","0.00","","31104","0.00","1110","0","5010","0","1210","0","N"
"962","BGPROP10423","91",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GP","GPR","GPR","GP","PR","PRO","ROP10423","OP10423","OP10423","P10423","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1142.990","0.000","0.00","0.00","492.510","492.510","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","2279.76","104","2286.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","21104","0.00","1110","0","5010","0","1210","0","N"
"963","BGPROP111","91",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GP","GPR","GPR","GP","PR","PRO","ROP111","OP111","OP111","P111","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1142.990","0.000","0.00","0.00","498.000","498.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","2279.76","104","2286.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","21104","0.00","1110","0","5010","0","1210","0","N"
"964","BGPROP632","91",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GP","GPR","GPR","GP","PR","PRO","ROP632","OP632","OP632","P632","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","2234.990","0.000","0.00","0.00","997.850","997.850","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","4463.76","104","4470.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","42104","0.00","1110","0","5010","0","1210","0","N"
"965","BGPROP635","91",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GP","GPR","GPR","GP","PR","PRO","ROP635","OP635","OP635","P635","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1766.990","0.000","0.00","0.00","742.390","742.390","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","3527.76","104","3534.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","33104","0.00","1110","0","5010","0","1210","0","N"
"966","BGPROP652","91",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GP","GPR","GPR","GP","PR","PRO","ROP652","OP652","OP652","P652","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1135.990","0.000","0.00","0.00","489.780","489.780","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","21","2267.79","91","2274.09","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2491","0.00","1110","0","5010","0","1210","0","N"
"967","BGPROP658","91",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GP","GPR","GPR","GP","PR","PRO","ROP658","OP658","OP658","P658","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1298.990","0.000","0.00","0.00","606.170","606.170","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","2591.76","104","2598.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","24104","0.00","1110","0","5010","0","1210","0","N"
"968","BGRACBB104TBED","92",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GR","GRA","GRA","GR","RA","RAC","ACBB104TBED","CBB104TBED","CBB104TBED","BB104TBED","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","778.990","0.000","0.00","0.00","351.820","351.820","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","18","1547.82","78","1559.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1978","0.00","1110","0","5010","0","1210","0","N"
"969","BGRACBD102SBED","92",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GR","GRA","GRA","GR","RA","RAC","ACBD102SBED","CBD102SBED","CBD102SBED","BD102SBED","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","908.990","0.000","0.00","0.00","408.540","408.540","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","21","1805.79","91","1819.09","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1991","0.00","1110","0","5010","0","1210","0","N"
"970","BGRACBD107ABED","92",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GR","GRA","GRA","GR","RA","RAC","ACBD107ABED","CBD107ABED","CBD107ABED","BD107ABED","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1038.990","0.000","0.00","0.00","438.350","438.350","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","2063.76","104","2078.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","19104","0.00","1110","0","5010","0","1210","0","N"
"971","BGRACBD107BED","92",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GR","GRA","GRA","GR","RA","RAC","ACBD107BED","CBD107BED","CBD107BED","BD107BED","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1298.990","0.000","0.00","0.00","438.350","438.350","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","2591.76","104","2598.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","24104","0.00","1110","0","5010","0","1210","0","N"
"972","BGRACBD471Q","92",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GR","GRA","GRA","GR","RA","RAC","ACBD471Q","CBD471Q","CBD471Q","BD471Q","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","466.990","0.000","0.00","0.00","157.490","157.490","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","12","923.88","52","935.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1752","0.00","1110","0","5010","0","1210","0","N"
"973","BGRACBED1500","92",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GR","GRA","GRA","GR","RA","RAC","ACBED1500","CBED1500","CBED1500","BED1500","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1818.990","0.000","0.00","0.00","647.300","647.300","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","3623.76","104","3638.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","34104","0.00","1110","0","5010","0","1210","0","N"
"974","BGRACBR268QHDMN","92",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GR","GRA","GRA","GR","RA","RAC","ACBR268QHDMN","CBR268QHDMN","CBR268QHDMN","BR268QHDMN","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1038.990","0.000","0.00","0.00","478.390","478.390","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","2063.76","104","2078.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","19104","0.00","1110","0","5010","0","1210","0","N"
"975","BGRACBR466QBDMN","92",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GR","GRA","GRA","GR","RA","RAC","ACBR466QBDMN","CBR466QBDMN","CBR466QBDMN","BR466QBDMN","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1558.990","0.000","0.00","0.00","627.560","627.560","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","3095.76","104","3118.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","29104","0.00","1110","0","5010","0","1210","0","N"
"976","BGRACBR467QBDMN","92",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GR","GRA","GRA","GR","RA","RAC","ACBR467QBDMN","CBR467QBDMN","CBR467QBDMN","BR467QBDMN","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1558.990","0.000","0.00","0.00","619.500","619.500","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","3095.76","104","3118.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","29104","0.00","1110","0","5010","0","1210","0","N"
"977","BGRACBR95QHDMN","92",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GR","GRA","GRA","GR","RA","RAC","ACBR95QHDMN","CBR95QHDMN","CBR95QHDMN","BR95QHDMN","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1044.990","0.000","0.00","0.00","448.340","448.340","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","21","2078.79","91","2092.09","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2291","0.00","1110","0","5010","0","1210","0","N"
"978","BGRACBRG4086","92",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GR","GRA","GRA","GR","RA","RAC","ACBRG4086","CBRG4086","CBRG4086","BRG4086","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1818.990","0.000","0.00","0.00","100.050","100.050","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","3623.76","104","3638.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","34104","0.00","1110","0","5010","0","1210","0","N"
"979","BGRACBRM1000","92",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GR","GRA","GRA","GR","RA","RAC","ACBRM1000","CBRM1000","CBRM1000","BRM1000","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","2494.990","0.000","0.00","0.00","281.560","281.560","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","4967.76","104","4990.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","47104","0.00","1110","0","5010","0","1210","0","N"
"980","BGRACBRM1300","92",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GR","GRA","GRA","GR","RA","RAC","ACBRM1300","CBRM1300","CBRM1300","BRM1300","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","3274.990","0.000","0.00","0.00","219.880","219.880","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","6527.76","104","6550.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","62104","0.00","1110","0","5010","0","1210","0","N"
"981","BGSIM1058QN5PC-WHT","100",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GS","GSI","GSI","GS","SI","SIM","IM1058QN5PC-WHT","M1058QN5PC-WHT","M1058QN5PC-WHT","1058QN5PC-WHT","BEDROOM FURNITURE","BEDROOM FURNITURE","","0","1","1298.990","0.000","0.00","0.00","571.000","571.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","323","public","0.00","1","","Y","","N","0.00","0.00","24","2591.76","104","2598.96","N",,"0","0","0","N","0","2018-10-10","2018-09-22","24","0","0","","809.99","749.99","0.00","","24104","0.00","1110","0","5010","0","1210","0","N"
"982","BGSTD62600","102",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GS","GST","GST","GS","ST","STD","TD62600","D62600","D62600","62600","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","739.990","0.000","0.00","0.00","299.250","299.250","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","18","1475.82","78","1481.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1878","0.00","1110","0","5010","0","1210","0","N"
"983","BGSTD655504","102",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GS","GST","GST","GS","ST","STD","TD655504","D655504","D655504","655504","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","778.990","0.000","0.00","0.00","285.010","285.010","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","18","1547.82","78","1559.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1978","0.00","1110","0","5010","0","1210","0","N"
"984","BGSTD663005","102",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GS","GST","GST","GS","ST","STD","TD663005","D663005","D663005","663005","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","908.990","0.000","0.00","0.00","409.500","409.500","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","21","1805.79","91","1819.09","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1991","0.00","1110","0","5010","0","1210","0","N"
"985","BGSTD678505","102",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GS","GST","GST","GS","ST","STD","TD678505","D678505","D678505","678505","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1142.990","0.000","0.00","0.00","113.070","113.070","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","2279.76","104","2286.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","21104","0.00","1110","0","5010","0","1210","0","N"
"986","BGSTD681504T","102",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GS","GST","GST","GS","ST","STD","TD681504T","D681504T","D681504T","681504T","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","778.990","0.000","0.00","0.00","331.000","331.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","18","1547.82","78","1559.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1978","0.00","1110","0","5010","0","1210","0","N"
"987","BGSTD68152","102",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GS","GST","GST","GS","ST","STD","TD68152","D68152","D68152","68152","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1246.990","0.000","0.00","0.00","530.510","530.510","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","2471.76","104","2494.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","23104","0.00","1110","0","5010","0","1210","0","N"
"988","BGSTD830006","102",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GS","GST","GST","GS","ST","STD","TD830006","D830006","D830006","830006","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","1038.990","0.000","0.00","0.00","443.990","443.990","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","24","2063.76","104","2078.96","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","19104","0.00","1110","0","5010","0","1210","0","N"
"989","BGSTD9394849","102",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GS","GST","GST","GS","ST","STD","TD9394849","D9394849","D9394849","9394849","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","466.990","0.000","0.00","0.00","190.070","190.070","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","12","923.88","52","935.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1752","0.00","1110","0","5010","0","1210","0","N"
"990","BGSTDMADERA5","102",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GS","GST","GST","GS","ST","STD","TDMADERA5","DMADERA5","DMADERA5","MADERA5","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","908.990","0.000","0.00","0.00","399.030","399.030","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","21","1805.79","91","1819.09","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1991","0.00","1110","0","5010","0","1210","0","N"
"991","BGSTERE137PC6","103",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GS","GST","GST","GS","ST","STE","TERE137PC6","ERE137PC6","ERE137PC6","RE137PC6","BEDROOM FURNITURE","BEDROOM FURNITURE","","0","1","1135.990","0.000","0.00","0.00","470.000","470.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","296","public","0.00","1","","Y","","N","0.00","0.00","21","2267.79","91","2274.09","N",,"0","0","0","N","0","2018-10-04","2018-09-20","24","0","0","","669.99","619.99","0.00","","2491","0.00","1110","0","5010","0","1210","0","N"
"992","BGUNI10195Q","110",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GU","GUN","GUN","GU","UN","UNI","NI10195Q","I10195Q","I10195Q","10195Q","BEDROOM FURNITURE","BEDROOM FURNITURE","","0","1","1454.990","0.000","0.00","0.00","623.700","623.700","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","323","public","0.00","1","","Y","","N","0.00","0.00","24","2903.76","104","2910.96","N",,"0","0","0","N","0",,"2017-11-29","24","0","0","","879.99","819.99","0.00","","27104","0.00","1110","0","5010","0","1210","0","N"
"993","BGUNI10406Q","110",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GU","GUN","GUN","GU","UN","UNI","NI10406Q","I10406Q","I10406Q","10406Q","BEDROOM FURNITURE","BEDROOM FURNITURE","","0","1","1610.990","0.000","0.00","0.00","697.200","697.200","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","323","public","0.00","1","","Y","","N","0.00","0.00","24","3215.76","104","3222.96","N",,"0","0","0","N","0",,"2017-11-29","24","0","0","","989.99","919.99","0.00","","30104","0.00","1110","0","5010","0","1210","0","N"
"994","BGUNI1040QN6PC","110",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GU","GUN","GUN","GU","UN","UNI","NI1040QN6PC","I1040QN6PC","I1040QN6PC","1040QN6PC","BEDROOM FURNITURE","BEDROOM FURNITURE","","0","1","1558.990","0.000","0.00","0.00","643.000","643.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","323","public","0.00","1","","Y","","N","0.00","0.00","24","3095.76","104","3118.96","N",,"0","0","0","N","0","2018-10-12","2018-09-24","24","0","0","","909.99","849.99","0.00","","29104","0.00","1110","0","5010","0","1210","0","N"
